ALPHAEVOLVE	[34]	J. Gottweis, W.-H. Weng, A. Daryin, T. Tu, A. Palepu, P. Sirkovic, A. Myaskovsky, F. Weissenberger, K. Rong, R. Tanno, K. Saab, D. Popovici, J. Blum, F. Zhang, K. Chou, A. Hassidim, B. Gokturk, A. Vahdat, P. Kohli, Y. Matias, A. Carroll, K. Kulkarni, N. Tomasev, Y. Guan, V. Dhillon, E. D. Vaishnav, B. Lee, T. R. D. Costa, J. R. Penadés, G. Peltz, Y. Xu, A. Pawlosky, A. Karthikesalingam, and V. Natarajan. Towards an AI co-scientist. arXiv preprint arXiv:2502.18864, 2025.		plain-numbered
ALPHAEVOLVE	[35]	A. Grayeli, A. Sehgal, O. Costilla Reyes, M. Cranmer, and S. Chaudhuri. Symbolic regression with a learned concept library. Advances in Neural Information Processing Systems, 37:44678–44709, 2024. 25AlphaEvolve: A coding agent for scientific and algorithmic discovery		plain-numbered
ALPHAEVOLVE	[36]	M. Gridach, J. Nanavati, C. Mack, K. Z. E. Abidine, and L. Mendes. Agentic AI for scientific discovery: A survey of progress, challenges, and future directions. In ICLR Workshop: Towards Agentic AI for Science: Hypothesis Generation, Comprehension, Quantification, and Validation, 2025.		plain-numbered
ALPHAEVOLVE	[37]	X. Gu and M. Krenn. Interesting scientific idea generation using knowledge graphs and LLMs: Evaluations with 100 research group leaders. In arXiv preprint arXiv:2405.17044, 2024.		plain-numbered
ALPHAEVOLVE	[38]	S. Guo, A. H. Shariatmadari, G. Xiong, and A. Zhang. Embracing foundation models for advancing scientific discovery. In Proceedings of the IEEE International Conference on Big Data, pages 1746–1755, 2024. doi: 10.1109/bigdata62323.2024.10825618.		plain-numbered
ALPHAEVOLVE	[39]	K. Gyarmati, F. Hennecart, and I. Z. Ruzsa. Sums and differences of finite sets. Functiones et Approximatio Commentarii Mathematici, 37(1):175–186, 2007.		plain-numbered
ALPHAEVOLVE	[40]	J. K. Haugland. The minimum overlap problem revisited. arXiv preprint arXiv:1609.08000, 2016.		plain-numbered
ALPHAEVOLVE	[41]	E. Hemberg, S. Moskal, and U.-M. O’Reilly. Evolving code with a large language model. Genetic Programming and Evolvable Machines, 25(2):21, 2024. doi: 10.1007/ s10710-024-09494-2.		plain-numbered
ALPHAEVOLVE	[42]	J. E. Hopcroft and L. R. Kerr. On minimizing the number of multiplications necessary for matrix multiplication. SIAM J. Appl. Math., 20(1):30–36, Jan. 1971. ISSN 0036- 1399. doi: 10.1137/0120004.		plain-numbered
ALPHAEVOLVE	[43]	K. Huang, Y. Qu, H. Cousins, W. A. Johnson, D. Yin, M. Shah, D. Zhou, R. Altman, M. Wang, and L. Cong. CRISPR-GPT: An LLM agent for automated design of gene- editing experiments. In arXiv preprint arXiv:2404.18021, 2024.		plain-numbered
ALPHAEVOLVE	[44]	L. Huang, W. Yu, W. Ma, W. Zhong, Z. Feng, H. Wang, Q. Chen, W. Peng, X. Feng, B. Qin, et al. A survey on hallucination in large language models: Principles, taxonomy, challenges, and open questions. ACM Transactions on Information Systems, 43(2): 1–55, 2025.		plain-numbered
ALPHAEVOLVE	[45]	S. Jia, C. Zhang, and V. Fung. LLMatDesign: Autonomous materials discovery with large language models. In arXiv preprint arXiv:2406.13163, 2024.		plain-numbered
ALPHAEVOLVE	[46]	J. Jumper, R. Evans, A. Pritzel, T. Green, M. Figurnov, O. Ronneberger, K. Tunyasuvu- nakool, R. Bates, A. Žídek, A. Potapenko, A. Bridgland, C. Meyer, S. A. A. Kohl, A. J. Ballard, A. Cowie, B. Romera-Paredes, S. Nikolov, R. Jain, J. Adler, T. Back, S. Petersen, D. Reiman, E. Clancy, M. Zielinski, M. Steinegger, M. Pacholska, T. Berghammer, S. Bo- denstein, D. Silver, O. Vinyals, A. W. Senior, K. Kavukcuoglu, P. Kohli, and D. Hassabis. Highly accurate protein structure prediction with AlphaFold. Nature, 596(7873): 583–589, 2021. doi: 10.1038/s41586-021-03819-2.		plain-numbered
ALPHAEVOLVE	[47]	M. Kauers and J. Moosbauer. Flip graphs for matrix multiplication. In Proceedings of the 2023 International Symposium on Symbolic and Algebraic Computation, pages 381–388, 2023. 26AlphaEvolve: A coding agent for scientific and algorithmic discovery		plain-numbered
ALPHAEVOLVE	[48]	M. Kauers and J. Moosbauer. Some new non-commutative matrix multiplication algorithms of size (𝑛, 𝑚,6). ACM Commun. Comput. Algebra, 58(1):1–11, Jan. 2025. ISSN 1932-2232. doi: 10.1145/3712020.3712021.		plain-numbered
ALPHAEVOLVE	[49]	M. Kauers and I. Wood. Consequences of the Moosbauer-Poole algorithms. arXiv preprint arXiv:2505.05896, 2025.		plain-numbered
ALPHAEVOLVE	[50]	D. P. Kingma and J. Ba. Adam: A method for stochastic optimization. In International Conference on Learning Representations (ICLR), 2015.		plain-numbered
ALPHAEVOLVE	[51]	J. R. Koza. Genetic programming as a means for programming computers by natural selection. Statistics and Computing, 4(2):87–112, 1994. doi: 10.1007/BF00175355.		plain-numbered
ALPHAEVOLVE	[52]	J. D. Laderman. A noncommutative algorithm for multiplying 3 × 3 matrices using 23 multiplications. Bulletin of the American Mathematical Society, 82(1):126 – 128, 1976.		plain-numbered
ALPHAEVOLVE	[53]	R. Lam, A. Sanchez-Gonzalez, M. Willson, P. Wirnsberger, M. Fortunato, F. Alet, S. Ravuri, T. Ewalds, Z. Eaton-Rosen, W. Hu, A. Merose, S. Hoyer, G. Holland, O. Vinyals, J. Stott, A. Pritzel, S. Mohamed, and P. Battaglia. Learning skillful medium-range global weather forecasting. Science, 382(6677):1416–1421, 2023. doi: 10.1126/science.adi2336.		plain-numbered
ALPHAEVOLVE	[54]	W. B. Langdon and R. Poli. Foundations of genetic programming. Springer Science & Business Media, 2013.		plain-numbered
ALPHAEVOLVE	[55]	R. Lange, Y. Tian, and Y. Tang. Large language models as evolution strategies. In ProceedingsoftheGeneticandEvolutionaryComputationConferenceCompanion, GECCO ’24 Companion, pages 579–582. Association for Computing Machinery, 2024. doi: 10.1145/3638530.3654238.		plain-numbered
ALPHAEVOLVE	[56]	R. T. Lange, A. Prasad, Q. Sun, M. Faldor, Y. Tang, and D. Ha. The AI CUDA engineer: Agentic CUDA kernel discovery, optimization and composition. Technical report, Sakana AI, 02 2025.		plain-numbered
ALPHAEVOLVE	[57]	J. Lehman, J. Gordon, S. Jain, K. Ndousse, C. Yeh, and K. O. Stanley. Evolution through large models. In Handbook of evolutionary machine learning, pages 331–366. Springer, 2023.		plain-numbered
ALPHAEVOLVE	[58]	J. Lehman, J. Gordon, S. Jain, K. Ndousse, C. Yeh, and K. O. Stanley. Evolution Through Large Models, pages 331–366. Springer Nature Singapore, 2024. doi: 10.1007/978-981-99-3814-8\_11.		plain-numbered
ALPHAEVOLVE	[59]	P.-H. Li, Y.-Y. Sun, H.-F. Juan, C.-Y. Chen, H.-K. Tsai, and J.-H. Huang. A large language model framework for literature-based disease–gene association prediction. Briefings in Bioinformatics, 26(1):bbaf070, 02 2025. ISSN 1477-4054. doi: 10.1093/bib/bbaf070.		plain-numbered
ALPHAEVOLVE	[60]	Y. Li, D. Choi, J. Chung, N. Kushman, J. Schrittwieser, R. Leblond, T. Eccles, J. Keeling, F. Gimeno, A. D. Lago, T. Hubert, P. Choy, C. de Masson d’Autume, I. Babuschkin, X. Chen, P.-S. Huang, J. Welbl, S. Gowal, A. Cherepanov, J. Molloy, D. J. Mankowitz, 27AlphaEvolve: A coding agent for scientific and algorithmic discovery E. S. Robson, P. Kohli, N. de Freitas, K. Kavukcuoglu, and O. Vinyals. Competition- level code generation with AlphaCode. Science, 378(6624):1092–1097, 2022. doi: 10.1126/science.abq1158.		plain-numbered
ALPHAEVOLVE	[61]	H. Lin, M. Maas, M. Roquemore, A. Hasanzadeh, F. Lewis, Y. Simonson, T.-W. Yang, A. Yazdanbakhsh, D. Altinbüken, F. Papa, et al. ECO: An LLM-driven efficient code optimizer for warehouse scale computers. arXiv preprint arXiv:2503.15669, 2025.		plain-numbered
ALPHAEVOLVE	[62]	Z. Lin, H. Akin, R. Rao, B. Hie, Z. Zhu, W. Lu, N. Smetanin, R. Verkuil, O. Kabeli, Y. Shmueli, A. dos Santos Costa, M. Fazel-Zarandi, T. Sercu, S. Candido, and A. Rives. Evolutionary-scale prediction of atomic-level protein structure with a language model. Science, 379(6637):1123–1130, 2023. doi: 10.1126/science.ade2574.		plain-numbered
ALPHAEVOLVE	[63]	F. Liu, X. Tong, M. Yuan, X. Lin, F. Luo, Z. Wang, Z. Lu, and Q. Zhang. Evolution of heuristics: Towards efficient automatic algorithm design using large language model. arXiv preprint arXiv:2401.02051, 2024.		plain-numbered
ALPHAEVOLVE	[64]	F. Luo, J. Zhang, Q. Wang, and C. Yang. Leveraging prompt engineering in large language models for accelerating chemical research. ACS Central Science, 2025. doi: 10.1021/acscentsci.4c01935.		plain-numbered
ALPHAEVOLVE	[65]	Z. Luo, Z. Yang, Z. Xu, W. Yang, and X. Du. LLM4SR: A survey on large language models for scientific research. In arXiv preprint arXiv:2501.04306, 2025.		plain-numbered
ALPHAEVOLVE	[66]	H. Ma, A. Narayanaswamy, P. Riley, and L. Li. Evolving symbolic density functionals. Science Advances, 8(36):eabq0279, 2022. doi: 10.1126/sciadv.abq0279.		plain-numbered
ALPHAEVOLVE	[67]	A. Madani, B. Krause, E. R. Greene, S. Subramanian, B. P. Mohr, J. M. Holton, J. L. Olmos, C. Xiong, Z. Z. Sun, R. Socher, J. S. Fraser, and N. Naik. Large language models generate functional protein sequences across diverse families. Nature Biotechnology, 41 (8):1099–1106, August 2023. ISSN 1087-0156. doi: 10.1038/s41587-022-01618-2.		plain-numbered
ALPHAEVOLVE	[68]	D. J. Mankowitz, A. Michi, A. Zhernov, M. Gelmi, M. Selvi, C. Paduraru, E. Leurent, S. Iqbal, J.-B. Lespiau, A. Ahern, T. Köppe, K. Millikin, S. Gaffney, S. Elster, J. Broshear, C. Gamble, K. Milan, R. Tung, M. Hwang, T. Cemgil, M. Barekatain, Y. Li, A. Mandhane, T. Hubert, J. Schrittwieser, D. Hassabis, P. Kohli, M. Riedmiller, O. Vinyals, and D. Silver. Faster sorting algorithms discovered using deep reinforcement learning. Nature, 618 (7964):257–263, 2023. doi: 10.1038/s41586-023-06004-9.		plain-numbered
ALPHAEVOLVE	[69]	H. Massalin. Superoptimizer - A look at the smallest program. In R. H. Katz and M. Freeman, editors, Proceedings of the Second International Conference on Architectural Support for Programming Languages and Operating Systems (ASPLOS II), Palo Alto, California, USA, October 5-8, 1987, pages 122–126. ACM Press, 1987. doi: 10.1145/ 36206.36194.		plain-numbered
ALPHAEVOLVE	[70]	M. Matolcsi and C. Vinuesa. Improved bounds on the supremum of autoconvolutions. Journal of mathematical analysis and applications, 372(2):439–447, 2010.		plain-numbered
ALPHAEVOLVE	[71]	S. Miret and N. M. A. Krishnan. Are LLMs ready for real-world materials discovery? In arXiv preprint arXiv:2402.05200, 2024. 28AlphaEvolve: A coding agent for scientific and algorithmic discovery		plain-numbered
ALPHAEVOLVE	[72]	J. Moosbauer and M. Poole. Flip graphs with symmetry and new matrix multiplication schemes. arXiv preprint arXiv:2502.04514, 2025.		plain-numbered
ALPHAEVOLVE	[73]	C. Morris, M. Jurado, and J. Zutty. Llm guided evolution-the automation of mod- els advancing models. In Proceedings of the Genetic and Evolutionary Computation Conference, pages 377–384, 2024.		plain-numbered
ALPHAEVOLVE	[74]	J.-B. Mouret and J. Clune. Illuminating search spaces by mapping elites. arXiv preprint arXiv:1504.04909, 2015.		plain-numbered
ALPHAEVOLVE	[75]	V. Naumov, D. Zagirova, S. Lin, Y. Xie, W. Gou, A. Urban, N. Tikhonova, K. Alawi, M. Durymanov, F. Galkin, S. Chen, D. Sidorenko, M. Korzinkin, M. Scheibye-Knudsen, A. Aspuru-Guzik, E. Izumchenko, D. Gennert, F. W. Pun, M. Zhang, P. Kamya, A. Aliper, F. Ren, and A. Zhavoronkov. DORA AI scientist: Multi-agent virtual research team for scientific exploration discovery and automated report generation. In bioRxiv preprint:10.1101/2025.03.06.641840. Cold Spring Harbor Laboratory, 2025. doi: 10.1101/2025.03.06.641840.		plain-numbered
ALPHAEVOLVE	[76]	OpenAI. Introducing OpenAI o3 and o4-mini, 2025. URL https://openai.com/i ndex/introducing-o3-and-o4-mini/.		plain-numbered
ALPHAEVOLVE	[77]	OpenXLA. XLA: composable transformations of Python+NumPy programs. URL https://github.com/openxla/xla.		plain-numbered
ALPHAEVOLVE	[78]	H. Pan, N. Mudur, W. Taranto, M. Tikhanovskaya, S. Venugopalan, Y. Bahri, M. P. Brenner, and E.-A. Kim. Quantum many-body physics calculations with large language models. Communications Physics, 8(1):49, 2025. doi: 10.1038/s42005-025-01956-y.		plain-numbered
ALPHAEVOLVE	[79]	D. Pantiukhin, B. Shapkin, I. Kuznetsov, A. A. Jost, and N. Koldunov. Accelerating Earth science discovery via multi-agent LLM systems. In arXiv preprint arXiv:2503.05854, 2025.		plain-numbered
ALPHAEVOLVE	[80]	Z. Rasheed, M. Waseem, A. Ahmad, K.-K. Kemell, W. Xiaofeng, A. N. Duc, and P. Abra- hamsson. Can large language models serve as data analysts? a multi-agent assisted approach for qualitative data analysis. arXiv preprint arXiv:2402.01386, 2024.		plain-numbered
ALPHAEVOLVE	[81]	S. Ren, P. Jian, Z. Ren, C. Leng, C. Xie, and J. Zhang. Towards scientific intelligence: A survey of LLM-based scientific agents. In arXiv preprint arXiv:2503.24047, 2025.		plain-numbered
ALPHAEVOLVE	[82]	A. Rives, J. Meier, T. Sercu, S. Goyal, Z. Lin, J. Liu, D. Guo, M. Ott, C. L. Zitnick, J. Ma, and R. Fergus. Biological structure and function emerge from scaling unsupervised learning to 250 million protein sequences. Proceedings of the National Academy of Sciences, 118(15):e2016239118, 2021. doi: 10.1073/pnas.2016239118.		plain-numbered
ALPHAEVOLVE	[83]	B. Romera-Paredes, M. Barekatain, A. Novikov, M. Balog, M. P. Kumar, E. Dupont, F. J. R. Ruiz, J. Ellenberg, P. Wang, O. Fawzi, P. Kohli, and A. Fawzi. Mathematical discoveries from program search with large language models. Nature, 625(7995): 468–475, 2023. doi: 10.1038/s41586-023-06924-6. 29AlphaEvolve: A coding agent for scientific and algorithmic discovery		plain-numbered
ALPHAEVOLVE	[84]	F. J. R. Ruiz, T. Laakkonen, J. Bausch, M. Balog, M. Barekatain, F. J. H. Heras, A. Novikov, N. Fitzpatrick, B. Romera-Paredes, J. van de Wetering, A. Fawzi, K. Me- ichanetzidis, and P. Kohli. Quantum circuit optimization with AlphaTensor. Nature Machine Intelligence, 7(3):374–385, 2025. doi: 10.1038/s42256-025-01001-1.		plain-numbered
ALPHAEVOLVE	[85]	O. A. Sarumi and D. Heider. Large language models and their applications in bioinfor- matics. Computational and Structural Biotechnology Journal, 23:3498–3505, 2024. ISSN 2001-0370. doi: https://doi.org/10.1016/j.csbj.2024.09.031.		plain-numbered
ALPHAEVOLVE	[86]	E. Schkufza, R. Sharma, and A. Aiken. Stochastic superoptimization. In V. Sarkar and R. Bodík, editors, Architectural Support for Programming Languages and Operating Systems, ASPLOS 2013, Houston, TX, USA, March 16-20, 2013, pages 305–316. ACM, 2013. doi: 10.1145/2451116.2451150.		plain-numbered
ALPHAEVOLVE	[87]	M. Schmidt and H. Lipson. Distilling free-form natural laws from experimental data. Science, 324(5923):81–85, 2009. doi: 10.1126/science.1165893.		plain-numbered
ALPHAEVOLVE	[88]	N. Shinn, F. Cassano, A. Gopinath, K. Narasimhan, and S. Yao. Reflexion: Language agents with verbal reinforcement learning. Advances in Neural Information Processing Systems, 36:8634–8652, 2023.		plain-numbered
ALPHAEVOLVE	[89]	P. Shojaee, K. Meidani, S. Gupta, A. B. Farimani, and C. K. Reddy. LLM-SR: Scientific equation discovery via programming with large language models. In International Conference on Learning Representations, 2025.		plain-numbered
ALPHAEVOLVE	[90]	C. Si, D. Yang, and T. Hashimoto. Can LLMs generate novel research ideas? a large- scale human study with 100+ NLP researchers. In International Conference on Learning Representations, 2025.		plain-numbered
ALPHAEVOLVE	[91]	A. Smirnov. Several bilinear algorithms for matrix multiplication problems ⟨3, 𝑃, 𝑄⟩. https://www.researchgate.net/publication/350897049_Several_Bilin ear_Algorithms_for_Matrix_Multiplication_Problems_3_P_Q, 04 2021.		plain-numbered
ALPHAEVOLVE	[92]	A. Smirnov. Bilinear algorithm for matrix multiplication ⟨4×4×9;104⟩. an irreducibly irrational solution of the brent system? https://www.researchgate.net/pub lication/364167198_Bilinear_Algorithm_for_Matrix_Multiplication_ 4x4x9_104_An_irreducibly_irrational_solution_of_the_Brent_system, 10 2022.		plain-numbered
ALPHAEVOLVE	[93]	A. V. Smirnov. The bilinear complexity and practical algorithms for matrix multipli- cation. Computational Mathematics and Mathematical Physics, 53(12):1781–1795, 2013.		plain-numbered
ALPHAEVOLVE	[94]	Z. Song, M. Ju, C. Ren, Q. Li, C. Li, Q. Zhou, and J. Wang. LLM-Feynman: Leveraging large language models for universal scientific formula and theory discovery. In arXiv preprint arXiv:2503.06512, 2025.		plain-numbered
ALPHAEVOLVE	[95]	V. Strassen. Gaussian elimination is not optimal. Numerische mathematik, 13(4): 354–356, 1969. 30AlphaEvolve: A coding agent for scientific and algorithmic discovery		plain-numbered
ALPHAEVOLVE	[96]	A. Surina, A. Mansouri, L. Quaedvlieg, A. Seddas, M. Viazovska, E. Abbe, and C. Gul- cehre. Algorithm discovery with LLMs: Evolutionary search meets reinforcement learning. In arXiv preprint arXiv:2504.05108, 2025.		plain-numbered
ALPHAEVOLVE	[97]	R. Tanese. Distributed genetic algorithms for function optimization. University of Michigan, 1989.		plain-numbered
ALPHAEVOLVE	[98]	A. Thakur, G. Tsoukalas, Y. Wen, J. Xin, and S. Chaudhuri. An in-context learning agent for formal theorem-proving. In Conference on Language Models, 2024.		plain-numbered
ALPHAEVOLVE	[99]	T. H. Trinh, Y. Wu, Q. V. Le, H. He, and T. Luong. Solving olympiad geometry without human demonstrations. Nature, 625(7995):476–482, 2024.		plain-numbered
ALPHAEVOLVE	[100]	A. Vaswani, N. Shazeer, N. Parmar, J. Uszkoreit, L. Jones, A. N. Gomez, L. Kaiser, and I. Polosukhin. Attention is all you need. In Advances in Neural Information Processing Systems, 2017.		plain-numbered
ALPHAEVOLVE	[101]	P. Veličković, A. Vitvitskyi, L. Markeeva, B. Ibarz, L. Buesing, M. Balog, and A. Novikov. Amplifying human performance in combinatorial competitive programming. 2024.		plain-numbered
ALPHAEVOLVE	[102]	A. Verma, L. Pedrosa, M. Korupolu, D. Oppenheimer, E. Tune, and J. Wilkes. Large- scale cluster management at Google with Borg. In Proceedings of the Tenth European Conference on Computer Systems, EuroSys ’15, New York, NY, USA, 2015. Association for Computing Machinery. ISBN 9781450332385. doi: 10.1145/2741948.2741964.		plain-numbered
ALPHAEVOLVE	[103]	S. Verma, A. Goyal, A. Mathur, A. Anand, and S. Ranu. GRAIL: Graph edit distance and node alignment using llm-generated code. In International Conference on Machine Learning, 2025.		plain-numbered
ALPHAEVOLVE	[104]	C. Vinuesa del Rio. Generalized Sidon sets. PhD thesis, Universidad Autónoma de Madrid, 2010.		plain-numbered
ALPHAEVOLVE	[105]	H. Wang, M. Skreta, C. T. Ser, W. Gao, L. Kong, F. Strieth-Kalthoff, C. Duan, Y. Zhuang, Y. Yu, Y. Zhu, Y. Du, A. Aspuru-Guzik, K. Neklyudov, and C. Zhang. Efficient evo- lutionary search over chemical space with large language models. In International Conference on Learning Representations, 2025.		plain-numbered
