source_path	destination_path	classification	disposition	rationale	verification
knowledge/rsi/atlas/app/src/app/AtlasApp.tsx	atlas/src/app/AtlasApp.tsx	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/atlas/app/src/app/ChapterReader.tsx	atlas/src/app/ChapterReader.tsx	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/atlas/app/src/app/DecisionBrief.tsx	atlas/src/app/DecisionBrief.tsx	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/atlas/app/src/app/DiagnosticWorkbench.test.tsx	atlas/src/app/DiagnosticWorkbench.test.tsx	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/atlas/app/src/app/DiagnosticWorkbench.tsx	atlas/src/app/DiagnosticWorkbench.tsx	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/atlas/app/src/app/ExportPanel.test.tsx	atlas/src/app/ExportPanel.test.tsx	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/atlas/app/src/app/ExportPanel.tsx	atlas/src/app/ExportPanel.tsx	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/atlas/app/src/app/LessonRunner.test.tsx	atlas/src/app/LessonRunner.test.tsx	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/atlas/app/src/app/LessonRunner.tsx	atlas/src/app/LessonRunner.tsx	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/atlas/app/src/app/LineageLoom.tsx	atlas/src/app/LineageLoom.tsx	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/atlas/app/src/app/ReaderApp.test.tsx	atlas/src/app/ReaderApp.test.tsx	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/atlas/app/src/app/ReaderApp.tsx	atlas/src/app/ReaderApp.tsx	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/atlas/app/src/app/SystemArticle.tsx	atlas/src/app/SystemArticle.tsx	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/atlas/app/src/app/SystemLibrary.test.tsx	atlas/src/app/SystemLibrary.test.tsx	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/atlas/app/src/app/SystemLibrary.tsx	atlas/src/app/SystemLibrary.tsx	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/atlas/app/src/app/WengReader.test.tsx	atlas/src/app/WengReader.test.tsx	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/atlas/app/src/app/WengReader.tsx	atlas/src/app/WengReader.tsx	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/atlas/app/src/app/routes.test.ts	atlas/src/app/routes.test.ts	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/atlas/app/src/app/routes.ts	atlas/src/app/routes.ts	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/atlas/app/src/content/canonical.test.ts	atlas/src/content/canonical.test.ts	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/atlas/app/src/content/canonical.ts	atlas/src/content/canonical.ts	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/atlas/app/src/content/contracts.ts	atlas/src/content/contracts.ts	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/atlas/app/src/content/generated/chapters.json	atlas/src/content/generated/corpus.json	non_reader_or_generated	exclude	superseded by the standalone root Atlas and derived corpus	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/atlas/app/src/content/types.ts	atlas/src/content/types.ts	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/atlas/app/src/diagnostics/contracts.ts	atlas/src/diagnostics/contracts.ts	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/atlas/app/src/diagnostics/engine.test.ts	atlas/src/diagnostics/engine.test.ts	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/atlas/app/src/diagnostics/engine.ts	atlas/src/diagnostics/engine.ts	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/atlas/app/src/diagnostics/exports.test.ts	atlas/src/diagnostics/exports.test.ts	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/atlas/app/src/diagnostics/exports.ts	atlas/src/diagnostics/exports.ts	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/atlas/app/src/main.tsx	atlas/src/main.tsx	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/atlas/app/src/styles/components.css	atlas/src/styles/components.css	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/atlas/app/src/styles/layout.css	atlas/src/styles/layout.css	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/atlas/app/src/styles/tokens.css	atlas/src/styles/tokens.css	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/atlas/app/tests/fixtures/rsi-diagnosis-v1-aflow.json	atlas/tests/fixtures/rsi-diagnosis-v1-aflow.json	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/atlas/app/tests/setup.ts	atlas/tests/setup.ts	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/atlas/app/tests/static-export.test.mjs	atlas/tests/static-export.test.mjs	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/atlas/app/tsconfig.json	atlas/tsconfig.json	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/atlas/app/vite.config.ts	atlas/vite.config.ts	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/atlas/app/vitest.config.ts	atlas/vitest.config.ts	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/bounded_transitive_closure.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/chapters/automated-research.md	-	merge_required	merge	later upstream source conceptual clarification will be adapted to Harp evidence paths and claim labels	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/chapters/durable-improvement-workflows.md	-	merge_required	merge	later upstream source conceptual clarification will be adapted to Harp evidence paths and claim labels	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/chapters/evaluation-promotion-containment.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/chapters/foundation-model-inside-the-loop.md	-	merge_required	merge	later upstream source conceptual clarification will be adapted to Harp evidence paths and claim labels	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/chapters/harness-engineering.md	-	merge_required	merge	later upstream source conceptual clarification will be adapted to Harp evidence paths and claim labels	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/chapters/harness-search.md	-	merge_required	merge	later upstream source conceptual clarification will be adapted to Harp evidence paths and claim labels	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/chapters/joint-harness-weight-adaptation.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/chapters/procedure-internalization.md	-	merge_required	merge	later upstream source conceptual clarification will be adapted to Harp evidence paths and claim labels	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/chapters/recursive-improvement-loop.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/claim_evidence_ledger.md	-	harp_newer	retain_harp	Harp ledger contains later standalone source rows and non-conflicting claim identifiers	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/codex_harness_deep_dive.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/codex_state_continuity_and_compaction.md	-	identical	retain_harp	same immutable blob at the frozen commits	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/concepts/durable-execution.md	-	merge_required	merge	later upstream source conceptual clarification will be adapted to Harp evidence paths and claim labels	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/concepts/evaluation-and-control.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/concepts/harness-components.md	-	merge_required	merge	later upstream source conceptual clarification will be adapted to Harp evidence paths and claim labels	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/concepts/harness-search-methods.md	-	merge_required	merge	later upstream source conceptual clarification will be adapted to Harp evidence paths and claim labels	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/concepts/improvement-types.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/concepts/joint-adaptation-methods.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/concepts/model-adaptation.md	-	merge_required	merge	later upstream source conceptual clarification will be adapted to Harp evidence paths and claim labels	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/concepts/procedure-representations.md	-	merge_required	merge	later upstream source conceptual clarification will be adapted to Harp evidence paths and claim labels	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/concepts/research-loop-components.md	-	merge_required	merge	later upstream source conceptual clarification will be adapted to Harp evidence paths and claim labels	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/concepts/system-state-and-notation.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/context_engineering_deep_dive.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/coverage-map.tsv	content/coverage-map.tsv	non_reader_or_generated	retain_harp	initial import relocated this structured contract to the standalone destination	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/diagnostics/cases/ace.json	content/diagnostics/cases/ace.json	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/diagnostics/cases/adas.json	content/diagnostics/cases/adas.json	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/diagnostics/cases/aflow.json	content/diagnostics/cases/aflow.json	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/diagnostics/cases/ahe.json	content/diagnostics/cases/ahe.json	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/diagnostics/cases/alphaevolve.json	content/diagnostics/cases/alphaevolve.json	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/diagnostics/cases/continual-harness.json	content/diagnostics/cases/continual-harness.json	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/diagnostics/cases/dgm.json	content/diagnostics/cases/dgm.json	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/diagnostics/cases/mce.json	content/diagnostics/cases/mce.json	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/diagnostics/cases/self-harness.json	content/diagnostics/cases/self-harness.json	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/diagnostics/cases/self-refine.json	content/diagnostics/cases/self-refine.json	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/diagnostics/cases/sia.json	content/diagnostics/cases/sia.json	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/diagnostics/cases/stop.json	content/diagnostics/cases/stop.json	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/diagnostics/export-schema.json	content/diagnostics/export-schema.json	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/diagnostics/rules.json	content/diagnostics/rules.json	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/diagnostics/worksheet-fields.json	content/diagnostics/worksheet-fields.json	non_reader_or_generated	exclude	initial import rewrote this source path into the standalone Atlas or structured content root	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/domain_orientation.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/evaluator_integrity_and_promotion.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/evidence_graph.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/harness_deep_dive_manifest.tsv	content/harness_deep_dive_manifest.tsv	non_reader_or_generated	retain_harp	initial import relocated this structured contract to the standalone destination	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/hermes_harness_deep_dive.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/implementation_harnesses.md	-	harp_newer	retain_harp	Harp replaces upstream source checkout references with pinned evidence snapshots	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/improvement_loop_taxonomy.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/lessons.json	content/lessons.json	non_reader_or_generated	retain_harp	initial import relocated this structured contract to the standalone destination	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/lessons/01-self-refine-vs-persistence.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/lessons/02-ace-vs-mce.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/lessons/03-adas-vs-aflow.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/lessons/04-stop-vs-self-harness-ahe.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/lessons/05-alphaevolve-vs-dgm.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/lessons/06-sia-vs-continual-harness.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/missing_evidence.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/pi_harness_deep_dive.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/recursive_language_models_compositional_generalization.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/retained-concepts.tsv	content/retained-concepts.tsv	non_reader_or_generated	retain_harp	initial import relocated this structured contract to the standalone destination	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/rsi_harness_by_lil_log_deconstructed.md	-	harp_newer	retain_harp	Harp has root-qualified links and standalone packet navigation	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/rsi_index.md	-	harp_newer	retain_harp	Harp has root-qualified links and standalone packet navigation	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/sicp/course/capstone/harvest_architecture_dossier.md	knowledge/rsi/sicp/course/capstone/agent_harness_architecture_dossier.md	non_reader_or_generated	follow_up	upstream source runtime claims require a portable source-backed successor rather than direct import	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/sicp/course/coverage.tsv	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/sicp/course/dialogue_state.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/sicp/course/exercise_map.md	-	identical	retain_harp	same immutable blob at the frozen commits	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/sicp/course/scheme_reading_primer.md	-	identical	retain_harp	same immutable blob at the frozen commits	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/sicp/course/seminars/01-process-shape-and-higher-order-abstraction.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/sicp/course/seminars/02-data-abstraction-and-immutable-representation.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/sicp/course/seminars/03-trees-sequences-and-functional-interfaces.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/sicp/course/seminars/04-symbols-sets-compression-and-generic-dispatch.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/sicp/course/seminars/05-state-identity-and-environments.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/sicp/course/seminars/06-mutation-simulation-and-constraints.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/sicp/course/seminars/07-concurrency-serialization-and-interleavings.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/sicp/course/seminars/08-streams-delay-and-infinite-processes.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/sicp/course/seminars/09-eval-apply-and-executable-semantics.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/sicp/course/seminars/10-lazy-evaluation-and-nondeterministic-search.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/sicp/course/seminars/11-logic-programming-and-declarative-query.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/sicp/course/seminars/12-machines-storage-control-and-compilation.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/sicp/course/sicp_course_guide.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/sicp/domain_orientation.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/sicp/eval-apply-reader-companion.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/sicp/metacircular_evaluator_deep_dive.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/sicp/missing_evidence.md	-	identical	retain_harp	same immutable blob at the frozen commits	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/sicp/run_receipt.md	-	non_reader_or_generated	exclude	historical execution state or upstream source materialization is not portable evidence	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/sicp/sicp_index.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/sicp/sources/artifact_digests.tsv	-	non_reader_or_generated	retain_harp	Harp preserves the underlying SICP, Pi, Hermes, and Codex evidence in evidence/ without upstream source-specific registries	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/sicp/sources/evidence_graph.tsv	-	non_reader_or_generated	retain_harp	Harp preserves the underlying SICP, Pi, Hermes, and Codex evidence in evidence/ without upstream source-specific registries	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/sicp/sources/harness_revisions.tsv	-	non_reader_or_generated	retain_harp	Harp preserves the underlying SICP, Pi, Hermes, and Codex evidence in evidence/ without upstream source-specific registries	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/sicp/sources/materialize_harness_sources.sh	-	non_reader_or_generated	exclude	historical execution state or upstream source materialization is not portable evidence	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/sicp/sources/source_registry.tsv	-	non_reader_or_generated	retain_harp	Harp preserves the underlying SICP, Pi, Hermes, and Codex evidence in evidence/ without upstream source-specific registries	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/source_registry.md	-	harp_newer	retain_harp	Harp replaces upstream source checkout references with pinned evidence snapshots	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/sources/codex-state-continuity-claims.tsv	knowledge/rsi/codex_state_continuity_and_compaction.md	non_reader_or_generated	retain_harp	Harp stores equivalent source identity and claim evidence in content/sources and evidence/	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/sources/codex-state-continuity-provenance.md	-	non_reader_or_generated	retain_harp	Harp stores equivalent source identity and claim evidence in content/sources and evidence/	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/sources/evidence_graph.tsv	content/sources/evidence_graph.tsv	non_reader_or_generated	retain_harp	Harp stores equivalent source identity and claim evidence in content/sources and evidence/	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/sources/source_registry.tsv	content/sources/source_registry.tsv	non_reader_or_generated	retain_harp	Harp stores equivalent source identity and claim evidence in content/sources and evidence/	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/system_state_and_notation.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/systems/ace.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/systems/adas.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/systems/aflow.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/systems/ahe.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/systems/ai-scientist.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/systems/alphaevolve.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/systems/autoresearch.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/systems/continual-harness.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
