source_id	url	local_path	observed_at	bytes	status	sha256	rights	claim_ceiling	note
NSRSA	generated-from:evidence/verified_coevolution_agenda/artifacts/nsrsa/pdf/arxiv-2603.21558v1.pdf	evidence/verified_coevolution_agenda/artifacts/nsrsa/text/arxiv-2603.21558v1.raw.txt	2026-08-14T00:00:00Z	33775	generated-pdftotext-raw	sha256:4c35a00a4a32d01d4fdb843749430c7204cff5e0c7e409f42fa333b125e6194d	Derived text from captured CC-BY arXiv PDF	Deterministic reading text for local inspection; PDF remains authority	pdftotext -raw output
SAHOO	https://export.arxiv.org/api/query?id_list=2603.06333v1	evidence/verified_coevolution_agenda/artifacts/sahoo/metadata/arxiv-2603.06333v1.atom	2026-08-14T00:00:00Z	3166	fetched-arxiv	sha256:894862888d8c7773feb0361c6c2cabfc9ccff3bfc16ecab98bc158a444d765ca	arXiv record; full text captured only for CC-BY work per arXiv license metadata	arXiv metadata identity, authors, abstract, categories, version, and license link	Atom metadata record
SAHOO	https://arxiv.org/abs/2603.06333v1	evidence/verified_coevolution_agenda/artifacts/sahoo/metadata/arxiv-2603.06333v1.html	2026-08-14T00:00:00Z	42516	fetched-arxiv	sha256:1891e8fbf28ff191856132130f0b6d82fc09841ce6f203f5f492eb413a0dec02	arXiv abstract page	Abstract page identity, version metadata, and license/status fields	Abstract page
SAHOO	https://arxiv.org/html/2603.06333v1	evidence/verified_coevolution_agenda/artifacts/sahoo/html/arxiv-2603.06333v1.html	2026-08-14T00:00:00Z	256403	fetched-arxiv-semantic-html	sha256:de12f82e4e2665cbf026a1335982725324a93d1bf4d4338e856dd191da28ac81	arXiv semantic HTML for CC-BY full-text work	Paper text, method, reported results, and limitations; no independent reproduction	Semantic HTML
SAHOO	https://arxiv.org/pdf/2603.06333v1	evidence/verified_coevolution_agenda/artifacts/sahoo/pdf/arxiv-2603.06333v1.pdf	2026-08-14T00:00:00Z	3472595	fetched-arxiv-pdf	sha256:417b510adffecb37fdeec9b84d0b969234fc6d7fff0efce438850921b6f95e2c	arXiv PDF for CC-BY full-text work	Paper text, figures, tables, and appendices; no independent reproduction	PDF
SAHOO	generated-from:evidence/verified_coevolution_agenda/artifacts/sahoo/pdf/arxiv-2603.06333v1.pdf	evidence/verified_coevolution_agenda/artifacts/sahoo/text/arxiv-2603.06333v1.raw.txt	2026-08-14T00:00:00Z	60391	generated-pdftotext-raw	sha256:9e4df84a8c5cd6239977ffa5c658523eb718bad25d087dc0683f01a88ceff670	Derived text from captured CC-BY arXiv PDF	Deterministic reading text for local inspection; PDF remains authority	pdftotext -raw output
SCRIVENS-VERIFICATION	https://export.arxiv.org/api/query?id_list=2603.28650v1	evidence/verified_coevolution_agenda/artifacts/scrivens_verification/metadata/arxiv-2603.28650v1.atom	2026-08-14T00:00:00Z	3200	fetched-arxiv	sha256:d4e0bcbd360042fb47affc9d95c3e2d3337430b3b03bdac6833bccfd8b7b5f1b	arXiv record; full text captured only for CC-BY work per arXiv license metadata	arXiv metadata identity, authors, abstract, categories, version, and license link	Atom metadata record
SCRIVENS-VERIFICATION	https://arxiv.org/abs/2603.28650v1	evidence/verified_coevolution_agenda/artifacts/scrivens_verification/metadata/arxiv-2603.28650v1.html	2026-08-14T00:00:00Z	44949	fetched-arxiv	sha256:dec227f515c9bcbea0cba48e373ab9b3095c34eba6f1a4fd51dba2375a03c7e0	arXiv abstract page	Abstract page identity, version metadata, and license/status fields	Abstract page
SCRIVENS-VERIFICATION	https://arxiv.org/html/2603.28650v1	evidence/verified_coevolution_agenda/artifacts/scrivens_verification/html/arxiv-2603.28650v1.html	2026-08-14T00:00:00Z	523968	fetched-arxiv-semantic-html	sha256:8d036761e331000750073c455777beee6df9b5abad351236e4c2f0e0d6d8b61a	arXiv semantic HTML for CC-BY full-text work	Paper text, method, reported results, and limitations; no independent reproduction	Semantic HTML
SCRIVENS-VERIFICATION	https://arxiv.org/pdf/2603.28650v1	evidence/verified_coevolution_agenda/artifacts/scrivens_verification/pdf/arxiv-2603.28650v1.pdf	2026-08-14T00:00:00Z	884048	fetched-arxiv-pdf	sha256:312678e08dcf4bfeaab87858741c1ccf0ab6613b87905b0e1687f4c6a5ad7c12	arXiv PDF for CC-BY full-text work	Paper text, figures, tables, and appendices; no independent reproduction	PDF
SCRIVENS-VERIFICATION	generated-from:evidence/verified_coevolution_agenda/artifacts/scrivens_verification/pdf/arxiv-2603.28650v1.pdf	evidence/verified_coevolution_agenda/artifacts/scrivens_verification/text/arxiv-2603.28650v1.raw.txt	2026-08-14T00:00:00Z	69975	generated-pdftotext-raw	sha256:95d297517208b96f0eb4c5b10c628dbe2b2b2c33296953ab74a5c3707ad751cf	Derived text from captured CC-BY arXiv PDF	Deterministic reading text for local inspection; PDF remains authority	pdftotext -raw output
MODEL-COLLAPSE	https://www.nature.com/articles/s41586-024-07566-y	evidence/verified_coevolution_agenda/artifacts/model_collapse/html/nature-s41586-024-07566-y.html	2026-08-14T00:00:00Z	299166	fetched-nature	sha256:f243ade2f0ba2c750467c4bc147c69cdf49dbbe26a477ee1884c4dbba6b87e3b	Nature CC-BY first-party article page	Article text and methods on recursive generated-data collapse; no local reproduction	First-party Nature HTML
MODEL-COLLAPSE	generated-from:evidence/verified_coevolution_agenda/artifacts/model_collapse/html/nature-s41586-024-07566-y.html	evidence/verified_coevolution_agenda/artifacts/model_collapse/text/nature-s41586-024-07566-y.txt	2026-08-14T00:00:00Z	36738	generated-pandoc-plain	sha256:99779c8e81020754d55e5cbcf1b89bdf50a7247afc428027f805b032ac1242c4	Derived text from captured Nature CC-BY HTML	Deterministic reading text for local inspection; Nature HTML remains authority	pandoc plain-text extraction
GODEL-AGENT	https://export.arxiv.org/api/query?id_list=2410.04444v4	evidence/verified_coevolution_agenda/artifacts/godel_agent/metadata/arxiv-2410.04444v4.atom	2026-08-14T00:00:00Z	2761	fetched-arxiv	sha256:ad9859a87dd92b39e64c8d4421955f349da4173f013bf6062647bb384933e481	First-party arXiv metadata only; full text not vendored under unclear or nonexclusive redistribution terms	Metadata identity, authors, abstract, categories, version, and license/status fields only	Atom metadata record; no full text vendored
GODEL-AGENT	https://arxiv.org/abs/2410.04444v4	evidence/verified_coevolution_agenda/artifacts/godel_agent/metadata/arxiv-2410.04444v4.html	2026-08-14T00:00:00Z	41873	fetched-arxiv	sha256:5a05909c6e4ea54de8532cb06f21221f1232029ec63bd70960f9a7b4adf5b613	First-party arXiv abstract page only; full text not vendored under unclear or nonexclusive redistribution terms	Abstract page identity and version metadata only	Abstract page; no full text vendored
MENDEL-GODEL-MACHINE	https://export.arxiv.org/api/query?id_list=2608.07645v1	evidence/verified_coevolution_agenda/artifacts/mendel_godel_machine/metadata/arxiv-2608.07645v1.atom	2026-08-14T00:00:00Z	2938	fetched-arxiv	sha256:678f9d960dc893354145a77d8936cc4069f1ab05569d975e9b95d7b1de1e686f	First-party arXiv metadata only; full text not vendored under unclear or nonexclusive redistribution terms	Metadata identity, authors, abstract, categories, version, and license/status fields only	Atom metadata record; no full text vendored
MENDEL-GODEL-MACHINE	https://arxiv.org/abs/2608.07645v1	evidence/verified_coevolution_agenda/artifacts/mendel_godel_machine/metadata/arxiv-2608.07645v1.html	2026-08-14T00:00:00Z	41901	fetched-arxiv	sha256:81af0e4dd77dc87ed7e119a4e33705e7c6d776df57b0d98dc3905ba372b54f52	First-party arXiv abstract page only; full text not vendored under unclear or nonexclusive redistribution terms	Abstract page identity and version metadata only	Abstract page; no full text vendored
GODEL-MACHINE	https://export.arxiv.org/api/query?id_list=cs/0309048v5	evidence/verified_coevolution_agenda/artifacts/godel_machine_arxiv/metadata/arxiv-cs/0309048v5.atom	2026-08-14T00:00:00Z	3055	fetched-arxiv	sha256:508de848ca4ce1562d72a930010771af70026d7a32126d2f371b2311604ffc30	First-party arXiv metadata only; full text not vendored under unclear or nonexclusive redistribution terms	Metadata identity, authors, abstract, categories, version, and license/status fields only	Atom metadata record; no full text vendored
GODEL-MACHINE	https://arxiv.org/abs/cs/0309048v5	evidence/verified_coevolution_agenda/artifacts/godel_machine_arxiv/metadata/arxiv-cs/0309048v5.html	2026-08-14T00:00:00Z	43075	fetched-arxiv	sha256:88bdf8d200e7656a4d93dd2900059a52a0b9f18f812b4c6de917a3df58146c45	First-party arXiv abstract page only; full text not vendored under unclear or nonexclusive redistribution terms	Abstract page identity and version metadata only	Abstract page; no full text vendored
SUPPLIED-RESEARCH-AGENDA	generated-from:prior transcript user message	evidence/verified_coevolution_agenda/artifacts/supplied_research_agenda.txt	2026-08-14T00:00:00Z	23323	supplied-input-preserved	sha256:14bd9740223a7d23f23885369a5c956d1476d942e3e10815ac513c209c71d386	User-supplied design input; not source evidence for paper claims	Design agenda only; must not verify paper mechanisms or results	Preserved verbatim from the prior planning transcript
